step,avg_interval_loss,train_ppl,lr,grad_norm,interval_sec,steps_per_sec,sec_per_step,examples_seen,approx_epochs,batch_input_len,batch_label_len,cuda_mem_alloc_gb,cuda_mem_peak_gb,text_eval_sec,text_samples,text_batches,bleu,chrf,comet,bleu_en_to_ar,bleu_ar_to_en,chrf_en_to_ar,chrf_ar_to_en
5840,3.7378683157265185,42.00834612176138,0.0002811892131779598,2.4501662254333496,15.600276231765747,2.564057161920685,0.3900069057941437,747520,0.5017411125400375,71,65,0.9231858253479004,2.7496776580810547,3.528176784515381,64,4,0.9237983483778925,17.233198828841946,,1.0017652057458355,0.7920224099068701,19.07133741075664,15.526766736714995
5880,3.7543292708694933,42.705566334890605,0.0002809142418935998,2.4795796871185303,15.65401315689087,2.5552552945435636,0.39135032892227173,752640,0.5051776955026406,21,17,0.8300900459289551,2.7496776580810547,3.4757778644561768,64,4,0.9320469982159407,16.947643899742896,,0.9249345598955229,0.9306816860463837,21.58414617421328,13.084909274571121
5920,3.747237224876881,42.40376794330449,0.00028063742821089695,2.459223508834839,15.576764345169067,2.5679274022275034,0.3894191086292267,757760,0.5086142784652435,19,17,0.8300280570983887,2.7496776580810547,3.5151851177215576,64,4,1.13292518449921,17.152484900701563,,0.6664180331064848,1.5762587348711699,17.308401163362532,17.045869448722673
5960,3.7430592879652975,42.22697724337841,0.0002803587765296648,2.2994399070739746,15.684135675430298,2.5503477416776805,0.39210339188575744,762880,0.5120508614278465,66,53,0.9001426696777344,2.7496776580810547,3.50618839263916,64,4,1.142573269123254,20.111949997912795,,0.6917973132363581,1.577374306539531,17.844511652428093,21.36735080676225
6000,3.702388674020767,40.544035268512715,0.0002800782912789313,2.414436101913452,15.78865385055542,2.533464877918827,0.39471634626388546,768000,0.5154874443904495,18,19,0.8338122367858887,2.7496776580810547,3.5463707447052,64,4,0.6819516270417285,15.698203532505229,,0.5763449209262478,0.8019163738994829,16.472228151965076,15.093854282119299
6040,3.7002503141760825,40.457430160995926,0.0002797959769168678,2.255490303039551,50.36446237564087,0.794210800894924,1.2591115593910216,773120,0.5189240273530525,28,27,0.8493790626525879,2.7496776580810547,3.5728180408477783,64,4,0.9116855557405789,14.349659365306119,,0.44737705956979557,1.2743568838377635,16.178318702018412,13.2889507170175
6080,3.6991724014282226,40.413844076497995,0.0002795118379307185,2.36380672454834,15.629842281341553,2.559206886415663,0.3907460570335388,778240,0.5223606103156555,22,20,0.8358426094055176,2.7496776580810547,3.5781071186065674,64,4,1.3607559767742556,19.051167903847944,,0.8424039499121866,1.84161805207445,19.539083084288357,18.590441334995976
6120,3.691737798601389,40.11449733796063,0.0002792258788367292,2.453713893890381,15.688140869140625,2.549696636054693,0.39220352172851564,783360,0.5257971932782585,23,28,0.851132869720459,2.7496776580810547,3.489910840988159,64,4,0.9308737680746426,14.910118444920306,,0.6360578326187252,1.3479854473412973,17.360262791682366,12.906301345039079
6160,3.6933114238083364,40.17767221588921,0.0002789381041800752,2.3463826179504395,15.693585395812988,2.5488120777468675,0.39233963489532475,788480,0.5292337762408615,17,19,0.8337817192077637,2.7496776580810547,3.7180471420288086,64,4,0.8268074452960871,16.468816711868907,,0.7283865163143457,0.930703269237727,20.698531774023586,12.728897158102223
6200,3.758838827162981,42.89858437608157,0.0002786485185347895,2.3032915592193604,15.912000894546509,2.513825901914644,0.39780002236366274,793600,0.5326703592034645,23,26,0.847318172454834,2.753751754760742,3.4984865188598633,64,4,1.2063017174109554,18.771751384529278,,1.1080489864840513,1.3312604865719926,22.498653520165888,13.486131801764738
6240,3.674481765925884,39.428218515419005,0.0002783571265036895,2.433983325958252,15.707606792449951,2.546536880413029,0.39269016981124877,798720,0.5361069421660675,16,17,0.8299355506896973,2.753751754760742,3.489415168762207,64,4,1.065865862867095,16.72494166317807,,1.003768564539134,1.1307298454113428,20.259889438388477,13.987957749267968
6280,3.699984759092331,40.44668791113381,0.0002780639327183044,2.5287258625030518,15.778842449188232,2.535040205186779,0.3944710612297058,803840,0.5395435251286705,18,19,0.8338122367858887,2.753751754760742,4.106211185455322,64,4,0.8887200875677573,17.075655364116628,,0.6991830082619688,1.1962740120509057,17.56812710380645,16.389388602326903
6320,3.660952567309141,38.89837855283028,0.00027776894183880157,2.342181921005249,16.26171088218689,2.4597657829359196,0.40654277205467226,808960,0.5429801080912735,21,18,0.8319973945617676,2.753751754760742,3.7828450202941895,64,4,1.1545893048974925,18.161073608099723,,0.3959893815023357,1.76068755220404,16.83339061436018,18.849448135526366
6360,3.682568974047899,39.74837556785854,0.000277472158553912,2.4713072776794434,16.189812898635864,2.4706894545625264,0.4047453224658966,814080,0.5464166910538765,27,24,0.8436260223388672,2.753751754760742,3.7603511810302734,64,4,1.0007265412307773,15.508314866801086,,0.6368426303780096,1.2399072138964988,18.697529508109277,14.016718709865117
6400,3.612861967086792,37.07199997763712,0.000277173587580856,2.285628318786621,16.32731556892395,2.4498822131013784,0.40818288922309875,819200,0.5498532740164795,20,15,0.8262434005737305,2.753751754760742,3.891394853591919,64,4,0.9598169872143769,18.811980137334782,,0.4940130413165167,1.3356348927518744,21.626248137580912,17.174466773306627
6440,3.610510291904211,36.98492110606325,0.00027687323366526863,2.3452486991882324,55.275545597076416,0.7236473121690118,1.3818886399269104,824320,0.5532898569790825,26,28,0.8512253761291504,2.753751754760742,4.648292303085327,64,4,1.0788040240528045,19.264026497494573,,0.5182574864293106,1.6215051892653272,20.691062431803203,18.048087488168157
6480,3.6400141969323156,38.09237751646556,0.00027657110158112354,2.7212917804718018,17.002949953079224,2.3525329493048366,0.4250737488269806,829440,0.5567264399416855,16,19,0.8337502479553223,2.753751754760742,3.8916447162628174,64,4,1.0065263154227786,17.20519236700893,,0.5160259507291055,1.3922727826426378,20.542297687886908,15.794333179467701
6520,3.685739479213953,39.87459798662068,0.00027626719613065774,2.4325969219207764,19.342246055603027,2.068012157689043,0.4835561513900757,834560,0.5601630229042884,18,17,0.8299975395202637,2.753751754760742,3.9119911193847656,64,4,0.9877608527663555,20.859089023617532,,0.7429855461000978,1.2755041921463417,23.432593878264292,18.71345390332611
6560,3.666765858232975,39.12516469205187,0.00027596152214429495,2.451725959777832,16.88860011100769,2.3684615502221944,0.42221500277519225,839680,0.5635996058668915,20,18,0.8319659233093262,2.753751754760742,3.920109510421753,64,4,1.111458846747548,20.997643035107796,,0.6070276815415994,1.609481681744087,23.105055872008613,19.56218843103117
6600,3.748120432347059,42.44123581143065,0.0002756540844805686,2.5336062908172607,16.815953969955444,2.3786934759376,0.4203988492488861,844800,0.5670361888294945,17,17,0.8299670219421387,2.753751754760742,4.000301361083984,64,4,0.7900791276362169,16.942989903637766,,0.24239000866294272,1.2977062099086356,14.395760866793117,18.506754438848784
6640,3.615899432450533,37.18477608358377,0.00027534488802604545,2.4561219215393066,16.795392274856567,2.381605582376408,0.4198848068714142,849920,0.5704727717920974,21,17,0.8300900459289551,2.753751754760742,3.806051731109619,64,4,1.0609721999703816,17.39248677546389,,0.6454303753531933,1.5957849713018044,18.147720868467196,16.795062324259636
6680,3.584498605132103,36.035285281420855,0.00027503393769524675,2.292034149169922,16.846291542053223,2.3744098159614784,0.42115728855133056,855040,0.5739093547547005,24,22,0.8397188186645508,2.753751754760742,3.816988468170166,64,4,1.4421703895904519,19.356476309089004,,0.8907254078665825,1.7127282200809857,24.35887400878515,17.788288668274078
6720,3.5433110099285843,34.581228637933975,0.00027472123843057104,2.480224609375,16.693852424621582,2.3960916259810965,0.41734631061553956,860160,0.5773459377173035,23,16,0.8282432556152344,2.753751754760742,3.9790310859680176,64,4,1.555052399055485,17.499838589917438,,0.6886590581672904,2.214623940702161,19.446726698581802,16.600180998027383
6760,3.599666191637516,36.58601968577613,0.0002744067952022153,2.461124897003174,16.847643613815308,2.374219262757875,0.42119109034538266,865280,0.5807825206799064,14,13,0.8222446441650391,2.753751754760742,3.8787362575531006,64,4,1.0628075456640356,20.981675353290846,,0.9020447197229909,1.2215186346121032,22.73708988415353,19.89510387782879
6800,3.6160284616053104,37.18957431336154,0.00027409061300809584,2.264965295791626,16.672727823257446,2.399127510748566,0.4168181955814362,870400,0.5842191036425095,88,88,0.9677019119262695,2.753751754760742,3.9687442779541016,64,4,0.8639625952193695,21.18414731032308,,0.3084848880293541,1.4158833141173153,18.002479126464053,23.86766801054487
6840,3.5917661413550377,36.29812697138212,0.00027377269687376896,2.557619333267212,54.492263078689575,0.7340491611118808,1.3623065769672396,875520,0.5876556866051125,23,18,0.8320584297180176,2.753751754760742,3.9766619205474854,64,4,1.1781010442284106,16.173018274178588,,0.8116115453659938,1.5338737365617432,16.574052575632514,15.928645509306866
6880,3.578821521624923,35.83128955594342,0.0002734530518523511,2.4082083702087402,16.911813497543335,2.3652105675012636,0.4227953374385834,880640,0.5910922695677154,22,20,0.8358426094055176,2.753751754760742,3.9041101932525635,64,4,1.6211725578245857,18.419134550350268,,0.7612066036685119,2.421238777913003,15.939017102980094,20.267956624699483
6920,3.5320808704942466,34.19504910214673,0.00027313168302443847,2.6712303161621094,15.647371530532837,2.556339888903877,0.3911842882633209,885760,0.5945288525303184,30,27,0.8494410514831543,2.753751754760742,3.5873947143554688,64,4,0.6809728550991355,18.26785774722638,,0.47211111682014334,0.8436350400459814,19.655083571662583,17.404728552087885
6960,3.5453990660607815,34.65351162365343,0.0002728085954980262,2.424553871154785,15.597700119018555,2.5644806410418983,0.3899425029754639,890880,0.5979654354929215,22,25,0.8453803062438965,2.753751754760742,3.5953452587127686,64,4,1.4963903022211402,18.527472442729596,,0.723332011191077,2.00591907750219,17.346255675136014,19.034330629439857
7000,3.4868314541876315,32.68222833548747,0.00027248379440842756,2.611344814300537,15.554447889328003,2.5716116884768523,0.3888611972332001,896000,0.6014020184555244,23,16,0.8282432556152344,2.753751754760742,3.5756354331970215,64,4,1.0663832816235508,18.679400516664124,,0.8934838999354543,1.275875605061279,20.039748459231127,17.520893704076908
7040,3.6052153132855893,36.78960429510214,0.0002721572849181917,2.3607373237609863,16.60357666015625,2.4091194818275725,0.41508941650390624,901120,0.6048386014181274,17,14,0.824244499206543,2.753751754760742,5.089939594268799,64,4,1.2593868472343115,17.359142989035277,,1.0583850751964272,1.5273205247088386,19.93826273874614,15.43813391912818
7080,3.5287023939192297,34.07971686310871,0.00027182907221702225,2.424198627471924,15.506322622299194,2.5795929166646614,0.3876580655574799,906240,0.6082751843807305,21,17,0.8300900459289551,2.753751754760742,3.544790506362915,64,4,1.3960226915232175,21.611816647932745,,1.0296927493353978,1.8220798885450606,21.957394801144257,21.330984469015007
7120,3.545491960644722,34.656730896721996,0.0002714991615216942,2.494476318359375,15.43557596206665,2.59141609605635,0.38588939905166625,911360,0.6117117673433334,22,30,0.8549175262451172,2.753751754760742,3.53405499458313,64,4,1.330659565457556,20.70691495833756,,0.5372251529408817,1.9896569661199233,18.306329615603676,22.223139267146557
7160,3.535639852285385,34.316965479645866,0.0002711675580759716,2.735536813735962,15.462097406387329,2.5869711558973987,0.38655243515968324,916480,0.6151483503059364,20,15,0.8262434005737305,2.753751754760742,3.5821800231933594,64,4,1.255626002657422,15.69472397506182,,0.37768706866257745,1.8268164958117716,16.94364664559792,15.096051743720674
7200,3.5680092610418797,35.445959216172454,0.0002708342671505236,2.4185547828674316,15.738452911376953,2.5415458701842892,0.39346132278442386,921600,0.6185849332685395,23,22,0.8396883010864258,2.753751754760742,3.445112943649292,64,4,1.0693968972522963,18.185318208083487,,0.6522124111943505,1.6402101663719828,21.148620894504212,15.826971389506417
7240,3.511931675672531,33.51294143325886,0.0002704992940428414,2.4591774940490723,51.15873122215271,0.7818802195524199,1.2789682805538176,926720,0.6220215162311424,19,18,0.8319354057312012,2.753751754760742,3.5750739574432373,64,4,0.919744878343813,15.723744904634513,,0.4622567017133772,1.5130619774225469,17.64855471329037,14.345312139883784
7280,3.578953841328621,35.83603105525056,0.00027016264407715316,2.396714925765991,15.811164379119873,2.529857956117625,0.3952791094779968,931840,0.6254580991937454,17,17,0.8299670219421387,2.753751754760742,3.4727394580841064,64,4,1.1131981242457034,19.75845840041725,,0.6733140311344913,1.6311187679053387,20.68766137684472,19.18999648276959
7320,3.528904186934233,34.086594605841846,0.0002698243226043403,2.5306363105773926,15.728115558624268,2.5432163090934705,0.39320288896560673,936960,0.6288946821563484,27,24,0.8436260223388672,2.753751754760742,3.546567916870117,64,4,1.0615222566891056,19.24053059247168,,0.7415999017227133,1.566431457820467,20.093244247256095,18.607806220115034
7360,3.558146858215332,35.09809509548946,0.00026948433500185163,2.657857894897461,15.488348245620728,2.5825865589837735,0.38720870614051817,942080,0.6323312651189514,27,15,0.8272218704223633,2.753751754760742,3.520644426345825,64,4,1.1698957887204784,19.135422590192142,,0.7886148492859247,1.6356451930121414,17.919292030142017,20.06385479887447
7400,3.4805209998041393,32.476637990919315,0.0002691426866736185,2.589080572128296,15.562957525253296,2.5702055624770446,0.3890739381313324,947200,0.6357678480815544,19,18,0.8319354057312012,2.753751754760742,3.5785069465637207,64,4,1.1008665242573046,17.81433170844139,,0.22531950766443373,1.919377770020755,16.557967045670516,18.53430477686504
7440,3.527794510871172,34.04879050676768,0.0002687993830499685,2.6023850440979004,15.633888721466064,2.558544499877252,0.39084721803665157,952320,0.6392044310441574,50,58,0.9091877937316895,2.753751754760742,3.6228909492492676,64,4,1.5244033374581785,21.385172285651816,,1.26348813554484,1.72180775487501,22.258249371220995,20.928839047268273
7480,3.4936965931206942,32.90736829797461,0.0002684544295875394,2.583051919937134,15.637982606887817,2.5578746955749794,0.3909495651721955,957440,0.6426410140067604,22,21,0.8377504348754883,2.753751754760742,3.5623414516448975,64,4,0.9814801538882125,17.38529047654552,,0.7721785285214261,1.2403972890639523,19.180397766200922,15.970918315794908
7520,3.5089038662612437,33.411624095984294,0.0002681078317691924,2.825045108795166,16.333325386047363,2.4489807834337114,0.4083331346511841,962560,0.6460775969693634,21,16,0.8281822204589844,2.753751754760742,4.613244295120239,64,4,1.1292592489149114,18.598454222938273,,0.628937973245634,1.6129220032964127,20.417673435419026,17.282844988986003
7560,3.532112729549408,34.19613854145649,0.00026775959510392464,2.644552707672119,15.667662858963013,2.5530291505549703,0.39169157147407535,967680,0.6495141799319664,22,27,0.8491950035095215,2.753751754760742,3.551487922668457,64,4,1.2828279963718054,19.925574346457335,,0.653305090752811,1.8434106832509063,21.286881258165774,19.233823589288153
7600,3.498275677114725,33.058399429650606,0.00026740972512678216,2.5637307167053223,15.561335325241089,2.570473494978188,0.3890333831310272,972800,0.6529507628945694,20,17,0.8300585746765137,2.753751754760742,3.643480062484741,64,4,1.220760623667193,16.282894493173785,,0.9225653357343926,1.5319123823864695,17.985772445990584,14.943354951915284
7640,3.4945043586194515,32.933960473415624,0.00026705822739877156,2.6034042835235596,50.01462197303772,0.7997661168280652,1.250365549325943,977920,0.6563873458571724,23,20,0.8358731269836426,2.753751754760742,3.5179829597473145,64,4,1.177592336839622,19.585713368536563,,0.606430629478522,1.9251184526412388,19.16711018776255,20.000899054394733
7680,3.4865956589579583,32.67452293043545,0.0002667051075067717,2.6826114654541016,15.550513505935669,2.5722623233459077,0.3887628376483917,983040,0.6598239288197754,15,16,0.8279972076416016,2.753751754760742,3.4789657592773438,64,4,1.0176832285877937,15.93297111118986,,0.6249875786681424,1.4654734629384543,20.720155357065025,13.06878143609565
7720,3.473612181842327,32.25303611277306,0.00026635037106344505,2.5916030406951904,15.64257025718689,2.557124522526739,0.3910642564296723,988160,0.6632605117823784,24,22,0.8397188186645508,2.753751754760742,3.603830575942993,64,4,1.1259512482111178,17.438407142302356,,0.7996591606953878,1.529006746736564,17.337868177763283,17.502588046286547
7760,3.461814522370696,31.874761540577843,0.00026599402370714814,2.3876383304595947,15.725601434707642,2.543622904731443,0.39314003586769103,993280,0.6666970947449814,23,20,0.8358731269836426,2.753751754760742,3.541396379470825,64,4,0.9294048558957114,15.634855028457398,,0.8392716837599588,1.0003580772903748,20.47792569778642,13.487162373933876
7800,3.4419578105211257,31.248076132307553,0.0002656360711018423,2.4108598232269287,15.694174766540527,2.548716361007952,0.3923543691635132,998400,0.6701336777075844,22,18,0.8320279121398926,2.753751754760742,3.6432547569274902,64,4,1.5357175142477666,19.458544031933727,,0.9720322768112325,2.013869563363497,21.696398081482844,18.19949197490663
7840,3.4918234556913377,32.8457859688028,0.0002652765189370035,2.4371562004089355,15.866966485977173,2.5209607668454455,0.39667416214942935,1003520,0.6735702606701873,21,22,0.8396272659301758,2.753751754760742,3.618272066116333,64,4,1.1628462611497592,18.61205442279038,,0.8208647729892228,1.647327270859127,21.30884292325033,16.1758082605089
7880,3.4433139681816103,31.290482198286092,0.00026491537292753174,2.5735394954681396,15.697630167007446,2.5481553313741685,0.39244075417518615,1008640,0.6770068436327904,22,22,0.8396577835083008,2.753751754760742,3.603545665740967,64,4,1.7716073251904918,21.690776605926672,,1.246831717004287,2.2453583175860032,21.766558735604907,21.648760481744475
7920,3.4236455209553243,30.68105984222406,0.0002645526388136606,2.739504098892212,15.598909378051758,2.5642818373111056,0.389972734451294,1013760,0.6804434265953934,22,21,0.8377504348754883,2.753751754760742,3.5395915508270264,64,4,0.5267810888626814,13.390359695615327,,0.27990752641115374,0.7560696505068275,17.0328789145617,11.863608906640009
7960,3.4260436914861203,30.754726553152764,0.0002641883223608655,2.738111734390259,15.705572366714478,2.546866746784332,0.39263930916786194,1018880,0.6838800095579963,20,18,0.8319659233093262,2.753751754760742,3.5519096851348877,64,4,1.2182959574339731,17.88335163858152,,0.6321113636408116,1.7037470705567486,19.1094667170172,17.16619238957636
8000,3.4247523091733454,30.715036076553407,0.0002638224293597726,2.7581684589385986,15.627656698226929,2.5595648005588894,0.3906914174556732,1024000,0.6873165925205994,23,25,0.8454108238220215,2.753751754760742,3.581205129623413,64,4,1.2113333976590284,20.690167913631452,,0.6514567628133299,1.9603959142980705,20.149050590592026,21.149221775211767
8040,3.4251177601516245,30.726262967849713,0.0002634549656260663,2.7830147743225098,51.02885317802429,0.7838702520013933,1.2757213294506073,1029120,0.6907531754832024,16,17,0.8299355506896973,2.753751754760742,4.05807900428772,64,4,1.1838011307851646,18.77273260909302,,0.6488722540136815,1.5142717873669642,19.75399199226445,18.289261941942282
8080,3.402672877907753,30.044297559772854,0.00026308593700039723,2.5621511936187744,15.642733812332153,2.5570977860957704,0.3910683453083038,1034240,0.6941897584458053,20,18,0.8319659233093262,2.753751754760742,3.499063491821289,64,4,1.1405214932362993,18.810231299476815,,0.8519592432317566,1.5315562387955965,20.452931188113716,17.755463198263712
8120,3.4056799709796906,30.134779534492985,0.0002627153493482889,2.591116428375244,15.672272682189941,2.552278205665489,0.3918068170547485,1039360,0.6976263414084084,22,17,0.8301205635070801,2.753751754760742,5.200395822525024,64,4,1.562174702569797,19.159034284646385,,0.9838543844166706,1.897400837549259,25.26418987824114,16.838238975732526
8160,3.433976034075022,30.999653719220195,0.000262343208560045,2.8540000915527344,15.575337409973145,2.5681626630051264,0.3893834352493286,1044480,0.7010629243710114,15,13,0.8222751617431641,2.753751754760742,3.7902541160583496,64,4,0.9828794906468798,20.04491243152333,,0.9480959951048293,1.012136754144474,21.15998584038604,18.565256632002203
8200,3.430640118941665,30.896413800793184,0.00026196952055065545,2.62679386138916,15.780228614807129,2.5348175223815597,0.39450571537017826,1049600,0.7044995073336143,25,25,0.8454728126525879,2.753751754760742,3.5422146320343018,64,4,1.3811109870340652,16.74537254781904,,0.7624378773138679,1.9466402550265998,17.521434924000733,16.342288676122905
8240,3.3434421949088575,28.316429811738683,0.0002615942912597025,2.5675296783447266,15.515551805496216,2.5780584861848377,0.38788879513740543,1054720,0.7079360902962173,21,19,0.8339047431945801,2.753751754760742,3.5807714462280273,64,4,1.19357449435374,21.394958648691045,,0.6109110545436316,1.7396989698589496,21.643346833797064,21.19037795173254
8280,3.3752103332430123,29.23043126610491,0.000261217526651266,3.1415302753448486,15.610688209533691,2.562346993489459,0.3902672052383423,1059840,0.7113726732588204,24,28,0.851163387298584,2.753751754760742,3.6466896533966064,64,4,1.0693695764436029,15.721223322764367,,1.0487412909404412,1.0794276379143175,20.93499999897209,12.988675723241213
8320,3.391684244573116,29.715959089522322,0.00026083923271382945,2.6146388053894043,15.510034799575806,2.5789755159733097,0.3877508699893951,1064960,0.7148092562214233,16,14,0.8242130279541016,2.753751754760742,3.520839214324951,64,4,1.966768638040068,22.529549448308167,,1.2848470372012448,2.5218805850230455,21.86232379045265,22.901271623898207
8360,3.431103075295687,30.910720803382098,0.0002604594154601839,2.55757737159729,15.504952669143677,2.5798208387700394,0.3876238167285919,1070080,0.7182458391840263,18,16,0.828089714050293,2.753751754760742,3.6168408393859863,64,4,1.704974575787006,20.40837954036943,,0.6966794663577365,2.414285691809825,21.242523377295516,20.06573018367272
8400,3.3428835090249778,28.30061424050057,0.0002600780809273327,2.552985668182373,15.795297384262085,2.53239929751843,0.3948824346065521,1075200,0.7216824221466294,19,21,0.8376579284667969,2.753751754760742,3.543240547180176,64,4,1.09215018169842,18.63909120814361,,0.8276134048856318,1.3006832650560514,21.662012402182203,17.13076480610264
8440,3.420117202401161,30.57299803985787,0.00025969523517639577,2.721531391143799,49.73151612281799,0.8043189333141415,1.2432879030704498,1080320,0.7251190051092323,21,26,0.847257137298584,2.753751754760742,5.500650882720947,64,4,1.4418524788174607,17.119866120973246,,1.439713811115331,1.4419154076114578,22.361423945344146,13.934220075360587
8480,3.423206757009029,30.667601052163008,0.0002593108842925129,2.8383984565734863,15.707219123840332,2.5465997312845925,0.39268047809600826,1085440,0.7285555880718353,21,21,0.8377199172973633,2.753751754760742,3.6942038536071777,64,4,1.3553603762897724,19.512529038143082,,1.0336825166997168,1.7597659096243843,21.615286830554343,17.84443531477587
8520,3.3884494230151176,29.619988571879475,0.0002589250343847475,2.462315082550049,17.79606056213379,2.2476884623056095,0.44490151405334477,1090560,0.7319921710344384,21,19,0.8339047431945801,2.753751754760742,5.48520565032959,64,4,1.143816787484566,15.688958325756033,,0.872258916801284,1.3960346486552924,21.687806635671926,12.702384475086657
8560,3.365541448816657,28.949167548860757,0.00025853769158598887,2.5576441287994385,15.653443098068237,2.5553483504812005,0.3913360774517059,1095680,0.7354287539970413,19,16,0.828120231628418,2.753751754760742,3.611182451248169,64,4,1.033649227078912,16.16424591158669,,0.44070153249231575,1.427184901905816,17.797386615762072,15.447549537334442
8600,3.3749674268066885,29.223331868493446,0.0002581488620528552,2.715895891189575,15.485616445541382,2.5830421501571412,0.3871404111385346,1100800,0.7388653369596443,19,15,0.8262128829956055,2.753751754760742,3.6472980976104736,64,4,1.456514365867798,20.355693940338956,,0.9758809376274727,1.8068214896124313,21.657624572911864,19.66615726422486
8640,3.3602942183613775,28.797662433990922,0.0002577585519655956,2.4896647930145264,15.935168504714966,2.510171134253436,0.3983792126178742,1105920,0.7423019199222473,24,21,0.8378114700317383,2.753751754760742,3.6117374897003174,64,4,1.7387510484187398,23.679723260723655,,0.7574067077528838,2.678882942924118,21.091718825712,25.561616726037744
8680,3.3597181126475335,28.781076714140063,0.0002573667675279919,2.774252414703369,15.742506504058838,2.540891438710026,0.39356266260147094,1111040,0.7457385028848503,22,19,0.8339352607727051,2.753751754760742,3.639742374420166,64,4,0.8652346480239469,15.870683991577517,,0.6545667715766468,1.0060935389276875,18.17057971307716,14.62383644840371
8720,3.2923422284424304,26.905809462582162,0.0002569735149672597,3.0342588424682617,15.752840518951416,2.5392245894877243,0.3938210129737854,1116160,0.7491750858474533,28,19,0.8341193199157715,2.753751754760742,3.5744659900665283,64,4,1.2199907509229069,18.90610185220984,,0.6777322006079528,1.6719283198036485,21.239697976291176,17.46853889764423
8760,3.2870874792337417,26.764796998640293,0.0002565788005339501,2.732518196105957,16.23501944541931,2.4638097992106776,0.4058754861354828,1121280,0.7526116688100563,25,30,0.8550100326538086,2.753751754760742,3.6052281856536865,64,4,1.5887313918934136,19.153160208455564,,0.7935280003635294,2.180721136450343,20.986629471017558,18.38951168737587
8800,3.291591054201126,26.88560610064497,0.0002561826305018496,2.651454448699951,15.922075271606445,2.5122353284770167,0.3980518817901611,1126400,0.7560482517726593,18,18,0.8319048881530762,2.753751754760742,3.707031488418579,64,4,0.918421219371557,19.37941984490199,,0.8953015159530073,0.9409397654965165,23.475896960245382,16.363892231175768
8840,3.3138695348054172,27.491298455615443,0.00025578501116788077,2.825242042541504,53.45216488838196,0.748332646274055,1.3363041222095489,1131520,0.7594848347352623,16,16,0.8280277252197266,2.753751754760742,3.5790276527404785,64,4,1.6921341179032683,19.900143785087476,,1.0555296345172525,2.5658052300639245,20.859765889592225,18.903933526110432
8880,3.2910818375647066,26.87191898788682,0.00025538594885200224,2.884777784347534,17.463988065719604,2.2904275844368427,0.4365997016429901,1136640,0.7629214176978653,24,27,0.8492560386657715,2.753751754760742,3.5335988998413086,64,4,1.2423001128290918,19.859790760594958,,0.7216307548120995,1.787632486571322,21.745097571420978,18.351583501049863
8920,3.333166541904211,28.026949849638907,0.00025498544989710796,2.6187171936035156,15.648245096206665,2.5561971808389243,0.39120612740516664,1141760,0.7663580006604683,69,71,0.9345693588256836,2.753751754760742,3.58608078956604,64,4,1.3702257353332825,21.45363784541032,,1.7244542028764536,1.059811141385187,28.617766773933482,17.261368223430253
8960,3.303305710107088,27.20241374819228,0.0002545835206689265,2.5288095474243164,15.647395610809326,2.556335954870837,0.3911848902702332,1146880,0.7697945836230713,21,22,0.8396272659301758,2.753751754760742,3.5683727264404297,64,4,1.7401114253597496,21.790237958190563,,1.3045664089550628,2.1588267186310075,25.495810162348103,19.60261721082577
9000,3.3075128167867662,27.31709828064973,0.00025418016755592016,3.6438441276550293,15.717380046844482,2.544953413404968,0.39293450117111206,1152000,0.7732311665856743,21,21,0.8377199172973633,2.753751754760742,3.535187005996704,64,4,1.0223528591667288,19.84109506688935,,0.6074232137529646,1.716100004544544,19.61893875365358,20.036333399562032
9040,3.3067842580378057,27.297203417869333,0.0002537753969691828,2.5732967853546143,16.62910294532776,2.405421394738476,0.41572757363319396,1157120,0.7766677495482773,23,26,0.847318172454834,2.753751754760742,4.941809177398682,64,4,1.549459157341132,18.077709447485375,,0.8929530574348998,1.977778449261082,19.43128768178894,17.263276441447754
9080,3.317479592189193,27.590722976728735,0.00025336921534233867,2.348350763320923,15.751478910446167,2.5394440882292355,0.3937869727611542,1162240,0.7801043325108803,63,55,0.903864860534668,2.753751754760742,3.6006083488464355,64,4,1.2106320776227835,20.02616716511374,,0.9068343478379682,1.4147232701390897,25.822483539658265,17.614601629355953
9120,3.3096896607428787,27.37662811100863,0.00025296162913143955,2.751384735107422,15.723228454589844,2.5440067932310306,0.3930807113647461,1167360,0.7835409154734833,17,15,0.8261518478393555,2.753751754760742,3.5575735569000244,64,4,1.050204716554836,18.129427599422048,,0.8579628790619123,1.2795701652172649,20.182928295449813,16.43157165217353
9160,3.286872819811106,26.759052299368573,0.00025255264481486244,2.7518107891082764,15.571900129318237,2.5687295492403894,0.389297503232956,1172480,0.7869774984360862,15,16,0.8279972076416016,2.753751754760742,3.580641508102417,64,4,1.1247423867751611,18.79074951833249,,0.9287876183242211,1.2647885917377906,18.152593952430355,19.104791972856308
9200,3.3021689664572476,27.17150914573686,0.00025214226889320654,2.5893728733062744,15.673182964324951,2.552129972006794,0.3918295741081238,1177600,0.7904140813986893,28,26,0.8474717140197754,2.753751754760742,3.7779736518859863,64,4,1.3016379026187022,20.382141024410956,,0.576089773295707,1.9476605802451392,19.340263737729515,21.185655279668918
